,Class,Text,length
5112,1,decemb onli mobil mth entitl updat latest colour camera mobil free call mobil updat vco free,159
5113,0,u definit need modul e human di sem izzit u wan take modul st,91
5114,0,argh whi fuck nobodi town,39
5115,1,get lion england tone repli lionm mono lionp poli go www rington co uk origin n best tone gbp network oper rate appli,156
5116,0,thank fill complet calm reassur,53
5117,0,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz mean,88
5118,0,drive train,28
5119,0,lol real told dad cancer,43
5120,1,privat account statement,44
5121,0,oop lt gt,32
5122,0,enufcredeit tocal shall ileav uni get bu yor hou,73
5123,0,hi chikku send nice msg,30
5124,0,imposs argu alway treat like hi sub like never relea remind necessari,154
5125,0,work ah den plu lor u workin oso rite den go orchard lor place go liao,107
5126,0,wonder okor great month cherish guy wish well day mojibiola,101
5127,0,cuz ibor wanna studi,31
5128,0,wot wed nite onli til,49
5129,0,rose red red blood blood heart heart u u send ti ur friend includ u like u get back u r poor relat u need support u r frnd mani luv u pray god marri u tri,281
5130,0,ani way,37
5131,0,suck go u hair free right,70
5132,0,still work thi time also tri ad zero wa save check lt gt,114
5133,0,hmm dunno leh mayb bag goigng dat small ju anyth except perfum smth dat keep,116
5134,0,sday onli join train start today,47
5135,0,sorri wa grocer,27
5136,0,nice pub near franki n benni near warner cinema,87
5137,1,costa del sol holiday await collect call toclaim sae tc pobox stockport sk xh cost pm max min,162
5138,0,yup havent befor want go yoga call book,88
5139,0,oh shut omg yesterday dream kid boy wa piss onli kid boy even told mark dream wa chang diaper cau get owe face,228
5140,0,yeah imagin would realli gentl unlik doc treat patient like turkey,102
5141,1,free st week nokia tone ur mobil everi week txt nokia get txting tell ur mate www getz co uk pobox w wq norm p tone,162
5142,0,start dont stop pray good idea anyth see help guy forward link,133
5143,0,hi darlin im helen fone im gonna b princ nite plea come tb love kate,88
5144,0,offic da,36
5145,0,aiyar u poor thing give u support k jia think u,77
5146,0,oh unint bad time great finger train play along give fifteen min warn,104
5147,1,get garden readi summer free select summer bulb seed worth onli scotsman thi saturday stop go notxt co uk,155
5148,0,k come wenev u lik come also tel vikki come get free time,87
5149,0,pl call da happen,28
5150,0,happi new year u ur famili may thi new year bring happi stabil tranquil ur vibrant colour life,130
5151,0,problem renew right away dont know hi detail,79
5152,0,idk sit stop shop park lot right bawl eye becau feel like failur everyth nobodi want feel like fail,184
5153,0,left yet probabl gonna til dinner,53
5154,0,like lt gt question,31
5155,0,new year eve wa ok went parti boyfriend thi si hey,85
5156,0,sir need velusami sir date birth compani bank facil detail,77
5157,0,k k sm chat,23
5158,0,come karnan car plea wait till pm directli goto doctor,76
5159,0,bluray player,28
5160,0,ok r meet later,30
5161,0,lol need cash nitro hurri come befor crash,75
5162,0,send text skype later,36
5163,0,ok leav need ask,23
5164,1,congrat mobil g videophon r call videochat wid ur mate play java game dload polyph music nolin rentl bx ip p,160
5165,0,still got lesson sch,33
5166,0,dun believ leh tot told true alreadi thk muz c us tog believ,99
5167,0,oh charg camera,24
5168,0,got salt rub open wound like,67
5169,0,go lunch,24
5170,0,school n da lab stuff give call r done,85
5171,0,oh k come tomorrow,28
5172,0,aight text tonight see,46
5173,0,u,4
5174,0,water log desert geoenviron implic,55
5175,0,raji pl favour pl convey birthday wish nimya pl today birthday,93
5176,0,compani veri good environ terrif food realli nice,70
5177,0,veri strang watch nd one bed sweet dream miss u,86
5178,1,sm auction brand new nokia auction today auction free join take part txt nokia,119
5179,0,hi hope u r ok said would text u seen let gentli plea,101
5180,0,babe fuck love know fuck wa good hear voic need crave get enough ador ahmad kiss,157
5181,0,k sure rel home sm de pl,49
5182,0,sent like,25
5183,0,fuuuuck need stop sleepin sup,35
5184,0,town ju take mrt later,48
5185,0,cook rather nice salmon la,43
5186,0,upload mine facebook,27
5187,0,time u wrkin,18
5188,0,oki,4
5189,1,ree entri weekli comp chanc win ipod txt pod get entri std txt rate c appli detail,142
5190,1,record indic u mayb entitl pound compen accid claim free repli claim thi msg stop txt stop,156
5191,0,sorri call later,22
5192,0,oh oh den muz chang plan liao go back yan jiu,69
5193,0,wyli tampa sarasota,37
5194,0,ok take ur time n enjoy ur dinner,39
5195,0,darren wa say dat u meet da ge den dun meet dinner co later u leav xy feel awkward den u meet lunch lor,134
5196,1,spook mob halloween collect logo pic messag plu free eeri tone txt card spook zed p per logo pic,150
5197,0,like cheap happi splash wine make feel better,85
5198,0,fine difficulti phone work mine pl send anoth friend request,116
5199,0,ugh leg hurt musta overdid mon,42
5200,1,call germani onli penc per minut call fix line via access number prepay direct access www telediscount co uk,151
5201,1,costa del sol holiday await collect call toclaim sae tc pobox stockport sk xh cost pm max min,162
5202,0,wot student discount u get book,40
5203,0,fine absolutli fine,23
5204,0,come get b quit diff guess rite,61
5205,1,mobil mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd freefon stoptxt,160
5206,0,reach ur home lt gt minut,43
5207,0,babe answer see mayb better reboot ym got photo great,109
5208,0,hi think match,30
5209,0,know thinkin malaria relax children cant handl malaria would wor gastroent take enough replac loss temp reduc give malaria med vomit self limit ill ha mean day complet stop,329
5210,0,dai download onli exe file onli run exe instal,91
5211,0,onli yesterday true true,31
5212,0,k k busi,29
5213,0,pa select,22
5214,1,natalja f invit friend repli ye see www sm ac u nat stop send stop frnd,136
5215,0,keep ten rs shelf buy two egg,40
5216,0,late,29
5217,0,well nice bad cant eat,38
5218,0,accid brought em home box,41
5219,0,pl need dat slowli vomit,51
5220,0,take exam march,35
5221,0,jane babe goin wrk feel ill lst nite fone alreadi cover chuck,89
5222,0,night nt stay port step liao ex,51
5223,0,die want u stuff,40
5224,0,oh fuck juswok bed boatin dock slept wid year old spinout giv u da gossip l r xxx,112
5225,0,smile pleasur smile pain smile troubl pour like rain smile sum hurt u smile becoz someon still love see u smile,141
5226,0,prabha soryda reali frm heart sori,45
5227,0,met alex nichol middl school turn deal,71
5228,1,privat account statement fone show un redeem point call identifi code expir,146
5229,0,mean u could keep ur word,35
5230,0,nope still market,29
5231,0,reali busi guy tri bother get exam outta way tri car gr day,143
5232,1,chosen receiv award pl call claim number collect award select receiv valu mobil custom,158
5233,0,hey project start aha da,48
5234,0,ok cool see ya,21
5235,0,uworld site buy qbank onli buy self assess also,98
5236,0,opinion jada kusruthi lovabl silent spl charact matur stylish simpl pl repli,136
5237,1,someonon know tri contact via date servic find could call mobil landlin box sk ch,155
5238,0,yeah still give ride,32
5239,0,jay want work first sound,43
5240,0,gud gud k chikku tke care sleep well gud nyt,48
5241,0,part check iq,25
5242,0,hmm think lor,19
5243,0,cour tea know simpli must see grin keep post prey love smile devour kiss,133
5244,0,thank temal wa wonder thank great week,66
5245,0,thank princess want see nice juici booti,58
5246,0,eaten day sit stare thi juici pizza eat med ruin life,119
5247,0,gud ni dear slp well take care swt dream muah,53
5248,0,u come n search tat vid finishd,38
5249,0,k leav soon littl,45
5250,1,urgent plea call landlin cash holiday await collect cs sae po box xy,126
5251,0,yeah work fine start last week stuff befor dull easi guy fun,99
5252,0,studi alon without anyon help cant need studi,77
5253,0,plea tell car key pur,55
5254,0,didnt get anyth da,23
5255,0,ok sweet dream,21
5256,0,well big surpri,33
5257,0,usual iam fine happi amp well,46
5258,0,cbe chennai,23
5259,0,help u swoop pick u wherev ur bird r meet u want,82
5260,0,anyon call treadmil say buy make sure work found ad craigslist sell lt gt,127
5261,0,absolut love south park onli recent start watch offic,74
5262,0,see film,23
5263,0,pl speak wont ask anyth friendship,65
5264,0,storm msg wen u lift phne u say hello u knw wt real mean hello name girl ye u knw dat girl margaret hello girlfrnd f grahmbel invnt telphon moral one get name person,278
5265,0,gud ni swt drm take care,26
5266,0,hi darlin kate u doin somethin tonight im go pub call swan someth parent one drink phone u,152
5267,0,anyth lar go home dinner,45
5268,0,er,3
5269,1,prize go anoth custom c www c biz p min polo ltd suit london w j hl plea call back busi,145
5270,0,u fix teeth asap ok take care,51
5271,0,u wan come dinner tonight,45
5272,0,hello u u u b move flat co need arrang pick lamp etc take care hello carolin,152
5273,0,late k wish,42
5274,0,hi hope ur day good back walk tabl book half eight let know ur come,101
5275,0,oh yeah clearli fault,29
5276,0,dunno leh cant rememb mayb lor wat time r meet tmr,63
5277,0,best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night,168
5278,1,urgent mobil number ha award prize guarant call land line claim valid hr onli ppm,143
5279,0,helloooo wake sweet morn welcom enjoy thi day full joy gud mrng,125
5280,0,vikki come around lt time gt,35
5281,0,princess,38
5282,0,gone get info bt dont know,49
5283,0,yeah probabl,31
5284,0,sent ur email id soon,24
5285,1,urgent week free membership prize jackpot txt word claim c www dbuk net lccltd pobox ldnw rw,155
5286,0,still pretti weak today bad day,40
5287,0,hey forget mine possess properti mmm childish smile,113
5288,0,excel thought misundrstud frnd knw u hate bt day wen u knw truth u hate urself gn,119
5289,0,hey congrat u id luv ive go home,50
5290,0,dear call,23
5291,0,xy tri smth u eat alreadi havent,47
5292,1,urgent plea call landlin cash luxuri canari island holiday await collect cs sae po box xy ppm,154
5293,0,donno gene someth,38
5294,1,xma iscom ur award either cd gift voucher free entri r weekli draw txt music tnc www ldew com win ppmx age subscript,155
5295,0,alex say ok ok,51
5296,0,u come funer home,32
5297,0,darl sister school resum minimum wait period befor reappli take care,125
5298,0,hand phone chat wit u,36
5299,0,well good morn mr london treatin ya treacl,55
5300,0,make tonight,23
5301,0,time come tomorrow,35
5302,0,lt gt buck bank fee fix better call bank find,87
5303,0,tell quit long co finish film yet,71
5304,0,pl ask macho much budget bb bold co saw new one lt gt dollar,94
5305,0,hi miss call mumha beendrop red wine theplac adress,99
5306,0,ill min look,51
5307,0,leav,23
5308,0,come back thursday yay gonna ok get money cheer oh yeah everyth alright school call work,162
5309,0,jolli good way give u ticket sat eve speak befor x,82
5310,0,yeah wa think,32
5311,0,k k go tirunelvali thi week see uncl alreadi spend amount take dress onli want money give feb,146
5312,0,got ur favorit oyster n got favorit sashimi ok lar dun say alreadi wait ur stomach start rumbl,121
5313,0,sister go earn da,40
5314,1,get offici england poli rington colour flag yer mobil tonight game text tone flag optout txt eng stop box w wx,156
5315,0,hahaha use brain dear,27
5316,0,ju finish watch tv u,28
5317,0,k fyi back parent place south tampa might need deal somewh el,97
5318,0,good morn love go sleep wish great day full feel better opportun last thought babe love kiss,159
5319,0,kothi print marandratha,28
5320,0,havent got da topic yet rite,36
5321,0,ok problem yup go sch rem correctli,64
5322,0,thank keep mind,30
5323,0,aah bless arm,26
5324,0,dear sir salam alaikkum pride pleasur meet today tea shop plea send contact number qatar rakhesh indian pl save number respect regard,189
